content,rating
"Ojciec Dereka: ""Musisz patrzeć całościowo. Teraz mówimy o książkach, ale tak samo jest u mnie w pracy. Mam w drużynie dwóch czarnych, którzy dostali pracę, mimo że kilku białych miało w testach lepsze wyniki. Czy to sprawiedliwe? Pewnie - jest równość. Ale teraz mojego tyłka pilnuje dwóch gości, którzy nie są tak dobrzy jak ci inni. Dostali pracę, dlatego, że są czarni. Nie dlatego, że są ...",6
"Reprezentowałem sobą chore i skrajne poglądy że dobry żyd to martwy żyd prowadziłem neofaszystowskie blogi czy wykrzykiwałem hasła typu ""Polska dla Polaków"" lub ""praca czyni wolnym ""na szczęście nikomu krzywdy nie zrobiłem bo nie afiszowałem sie z tym ale nie zmienia to faktu że w pewnym stopniu byłem ""więzniem nienawiści"" ...... Jakiś czas temu uwolniłem sie od tego gówna  i mimo że nadal ...",8
"Film genialny, mój ulubiony, zawsze do niego wracam. Jednak tutaj chciałam napisać o czymś innym, mianowicie tłumaczenie tytułu na polski. Coś okropnego. Ogólnie nie rozumiem tłumaczenia tytułów, w ten sposób można kogoś wprowadzić w błąd, jak np. w ""Fight Club"" - ""Podziemny Krąg""?  Najlepiej nie tłumaczyć tytułów, zostawić oryginał.",10
"Film bardzo dobry, bo porusza ważne kwestie, ale nie spodziewałabym się takiego zakończenia. Po prostu daje popalić widzowi. Myślałam, że wszystko się dobrze skończy a tu taki szok. Z jednej strony jest to taka puenta do czego prowadzi niczym nie uzasadniona nienawiść.",8
"25 w TOP 500 na filmwebie. Mam dystans do tego rankingu bo dzieją się tam rzeczy cudaczne, a tym razem nie podzielam również opinii by ten film był aż tak dobry by miał być 25 filmem wszech czasów. Aktorsko wysoki poziom, muzyka również dobra, poruszające zakończenie i moralizatorstwo, które na szczęście nie jest tu typowo hollywoodzko kiczowate chociaż znajdą się osoby którym będzie ...",7
"Film pokazuje,że nasze czyny mają również wpływ na innych. Fabuła w niektórych momentach przejaskrawiona jednak uważam że całokształt jest bardzo dobry. Na samym początku skreśliłam Edwarda Nortona, bo zupełnie nie pasował mi do roli agresywnego skinheada, jednak z biegiem filmu można było zobaczyć jak dobrze się spisał.",9
"nie moge sobie wyobrazic skinow grajacych z murzynami w kosza , w ogole jak zyje to pamietam ze lysi w nic nigdy nie grali tylko po spozyciu bili kogo popadnie kolorowych,metali,punkow ,meneli  i na meczachpilki noznej,a w czasie kiedy nie pili  jak przystalo na rasowych aryjczykow chodzili na silownie itp, z reszta teraz sa to obiekty na wymarciu natomiast w latach 70-80 troche ich bylo",8
"Abstrahując od całego filmu, bo to inny temat mam pytanie odnośnie sznurówek noszonych przez skinheadów. W Polsce oni noszą sznurówki białe do glanów na znak białej rasy, czerwone to znak anarchistów/komunist&oa cute;w, za które można dostać solidny wpier***. W Ameryce jest jakoś inaczej czy to ignorancja reżysera? Przypominam, że tutaj skinheadzi nosili sznurówki czerwone.",7
"Liczyłem na coś lepszego, mocniejszego i brutalniejszego. Dostałem kolejną hollywoodzką papkę;/",5
Jeszcze długo po wyłączeniu odbiornika nie mogłem przestać myślec o tym filmie. Znakomite dzieło ! Fantastyczny Norton ! Nie ma się do czego przyczepić,9
"Cóż, film na pewno bardzo ciekawy i poruszający istotną tematykę. Wieje jednak tanim sentymentalizmem, który wypacza przede wszystkim jego realizm psychologiczny. Pod tym względem dzieło nie wypada najlepiej. Szczególnie irytuje mnie jeden fakt. Danny przez trzy lata, pod nieobecność brata, wtapia się w środowisko neonazistowskie, pielęgnuje swoje rasistowskie poglądy, przez trzy lata ...",7
"Trochę śmieszy mnie fakt, że Amerykanie próbują wykorzystać Hitlera i nazizm jako broń przeciwko czarnym. W całym ""Mein Kampf"" nie ma nawet słowa o murzynach w ogóle to Hitler nie miał o nich pojęciach i go nie obchodzili... I to co jeszcze rzuciło mi się w oczy, to sceny w więzieniu. Są tam czarni. latynosi... i faszyści, ""normalnych"", białych Amerykanów nie ma.",8
"Świetna rola Nortona + rewelacyjny scenariusz = film który Cię głęboko poruszy. To trzeba zobaczyć! Nie tylko dlatego że to kino z wysokiej półki, ale też dlatego iż problem tu przedstawiony jest istotny.",10
"Niezwykle poruszające dzieło, ukazujące absurd wszelkich ideologii. Obowiązkowa lektura dla każdego, a rola Edwarda Nortona oskarowa!",9
"Bo szczerze mówiąc na mnie ten film nie zrobił większego wrażenia,no może końcówka mnie zaskoczyła.Ale samo przedstawienie istoty rasizmu i nienawiści zostało ukazane w dobry sposób niemniej wkurzało mnie że Amerykanie podchodzą do tego tematu zbyt lekko i żadnemu poza głównym bohaterem nie przeszło przez myśl że to w co wierzą ma luki.A co wy o tym sądzicie?A tak na marginesie wspaniała rola ...",8
"Gwałty więzienne powinny być refundowane bo widać, że to dobra metoda na resocjalizację...",7
Przereklamowany film... nie byl zly tego nie mozna powiedziec ale ocena i miejsce jakie piastuje w rankingu wprowadza w duzy blad. Gra aktorsa Nortona jak zawsze 1 klasa.,6
"Ojciec Dereka: ""Musisz patrzeć całościowo. Teraz mówimy o książkach, ale tak samo jest u mnie w pracy. Mam w drużynie dwóch czarnych, którzy dostali pracę, mimo że kilku białych miało w testach lepsze wyniki. Czy to sprawiedliwe? Pewnie - jest równość. Ale teraz mojego tyłka pilnuje dwóch gości, którzy nie są tak dobrzy jak ci inni. Dostali pracę, dlatego, że są czarni. Nie dlatego, że są ...",6
"Reprezentowałem sobą chore i skrajne poglądy że dobry żyd to martwy żyd prowadziłem neofaszystowskie blogi czy wykrzykiwałem hasła typu ""Polska dla Polaków"" lub ""praca czyni wolnym ""na szczęście nikomu krzywdy nie zrobiłem bo nie afiszowałem sie z tym ale nie zmienia to faktu że w pewnym stopniu byłem ""więzniem nienawiści"" ...... Jakiś czas temu uwolniłem sie od tego gówna i mimo że nadal ...",8
"Film genialny, mój ulubiony, zawsze do niego wracam. Jednak tutaj chciałam napisać o czymś innym, mianowicie tłumaczenie tytułu na polski. Coś okropnego. Ogólnie nie rozumiem tłumaczenia tytułów, w ten sposób można kogoś wprowadzić w błąd, jak np. w ""Fight Club"" - ""Podziemny Krąg""? Najlepiej nie tłumaczyć tytułów, zostawić oryginał.",10
"Film bardzo dobry, bo porusza ważne kwestie, ale nie spodziewałabym się takiego zakończenia. Po prostu daje popalić widzowi. Myślałam, że wszystko się dobrze skończy a tu taki szok. Z jednej strony jest to taka puenta do czego prowadzi niczym nie uzasadniona nienawiść.",8
"25 w TOP 500 na filmwebie. Mam dystans do tego rankingu bo dzieją się tam rzeczy cudaczne, a tym razem nie podzielam również opinii by ten film był aż tak dobry by miał być 25 filmem wszech czasów. Aktorsko wysoki poziom, muzyka również dobra, poruszające zakończenie i moralizatorstwo, które na szczęście nie jest tu typowo hollywoodzko kiczowate chociaż znajdą się osoby którym będzie ...",7
"Film pokazuje,że nasze czyny mają również wpływ na innych. Fabuła w niektórych momentach przejaskrawiona jednak uważam że całokształt jest bardzo dobry. Na samym początku skreśliłam Edwarda Nortona, bo zupełnie nie pasował mi do roli agresywnego skinheada, jednak z biegiem filmu można było zobaczyć jak dobrze się spisał.",9
"nie moge sobie wyobrazic skinow grajacych z murzynami w kosza , w ogole jak zyje to pamietam ze lysi w nic nigdy nie grali tylko po spozyciu bili kogo popadnie kolorowych,metali,punkow ,meneli i na meczachpilki noznej,a w czasie kiedy nie pili jak przystalo na rasowych aryjczykow chodzili na silownie itp, z reszta teraz sa to obiekty na wymarciu natomiast w latach 70-80 troche ich bylo",8
"Abstrahując od całego filmu, bo to inny temat mam pytanie odnośnie sznurówek noszonych przez skinheadów. W Polsce oni noszą sznurówki białe do glanów na znak białej rasy, czerwone to znak anarchistów/komunist&oa cute;w, za które można dostać solidny wpier***. W Ameryce jest jakoś inaczej czy to ignorancja reżysera? Przypominam, że tutaj skinheadzi nosili sznurówki czerwone.",7
"Liczyłem na coś lepszego, mocniejszego i brutalniejszego. Dostałem kolejną hollywoodzką papkę;/",5
Jeszcze długo po wyłączeniu odbiornika nie mogłem przestać myślec o tym filmie. Znakomite dzieło ! Fantastyczny Norton ! Nie ma się do czego przyczepić,9
"Cóż, film na pewno bardzo ciekawy i poruszający istotną tematykę. Wieje jednak tanim sentymentalizmem, który wypacza przede wszystkim jego realizm psychologiczny. Pod tym względem dzieło nie wypada najlepiej. Szczególnie irytuje mnie jeden fakt. Danny przez trzy lata, pod nieobecność brata, wtapia się w środowisko neonazistowskie, pielęgnuje swoje rasistowskie poglądy, przez trzy lata ...",7
"Trochę śmieszy mnie fakt, że Amerykanie próbują wykorzystać Hitlera i nazizm jako broń przeciwko czarnym. W całym ""Mein Kampf"" nie ma nawet słowa o murzynach w ogóle to Hitler nie miał o nich pojęciach i go nie obchodzili... I to co jeszcze rzuciło mi się w oczy, to sceny w więzieniu. Są tam czarni. latynosi... i faszyści, ""normalnych"", białych Amerykanów nie ma.",8
"Kozacki film, chyba najlepszy tego typu, a poza tym jako jeden z niewielu mówiących o rasizmie, pokazuje złych białych jak i czarnych.",10
"""Więzień Nienawiści"" to brudny obraz nacjonalistycznych Stanów. Zwroty akcji i przemiana głównego bohatera jest tu na porządku dziennym. Polecam film zaślepionym rasistom, którzy w zaparte idą w gniew i NIENAWIŚĆ",10
"Nigdzie nie ma tej sceny :(https://www.facebook.com/Vir alHuntPeople/videos/2775866960 77432/ ) ,czy  ktos moze wyjasnic dlaczego ta scena zostala wycieta ?",8
Kto tłumaczy te tytuły filmów?Co to za Wiezień nienawiści?Takiego tytułu się nie tłumaczy powinien być w orginale American History X.Film bardzo dobry.Nasi tłumacze powinni zrozumiec ze niektorych tytulow filmow niepowinno sie tlumaczyc bo zle tlumaczenie zle wplywa na przekaz filmu.Przklad filmu Full Metal Jacket przetlumaczony na Pełny magazynek.Gdzie w orginalnym tutule jest ...,9
"Witam!Tak jak w temacie, zastanawiam się czy film ten warto obejrzeć z dziewczyną? Oglądałem ten film jakiś czas temu, chętnie pokazałbym go dziewczynie, bo na mnie zrobił wielkie wrażenie, ale czy tematyka owego filmu nie będzie przynudzała płci pięknej ?Pozdrawiam! ;)",10
Człowiek ogląda z otwartą buzią ten film. Widzi jak ludzie wpadają w tą pułapkę nienawiści. Sceny genialne. Podejście do problemu też. Muzyka bardzo dobra. Norton wymiata. Dlatego 10.,10
Możecie wymienić jakieś filmy o tematyce rasistowskiej poza Fanatykiem i American History X ?,9
"Jeżeli ktokolwiek z was oglądał Efekt motyla zrozumie przesłanie tego filmu. Film nie jest o tym jaki ten świat jest zły i brutalny, tylko o tym jak jedna decyzja może zmienić całe nasze życie i innych. Poza tym jest tu pokazane jak nasze autorytety wpływają na nas samych. W jaki sposób naśladujemy ich myślenie i działania. Wiadomo film nie jest dla każdego i na pewno nie wszystkim się spodoba ...",10
"dyskusja w której ojciec mówił Derekowi m.in o polityce ""wyrównywania szans"" (czytaj forowanie kogoś tylko ze względu na rasę, zamiast promować najlepszych specjalistów w danej dziedzinie) czy idąc z duchem poprawności politycznej o promocji czarnej literatury. Nawet w przemyśle filmowym mamy z tym do czynienia, gdy filmy traktujące o ...",8
"nie chodzi mi o tematykę, ale klimat. Taki film, które zapadnie w pamięć jak ten. Ktoś zna ?",10
"Witam, Na nowych horyzontach rok temu ogladałam film o podobnej tematyce, akcja odbywała się w niemczech, tematyka głównie prześladowania na tle rasistowskim w tym wypadku byl to faszyzm ze strony rdziennej młodziezy niemieckiej/austryjackiej. Film rozpoczynał się od  sceny z młoda para, dziewczyna wytratuowana blondynka scięta do ramion, chlopak tez wytatuowana wsymbole typy HH, ...",8
"Podajcie swój ranking najlepszych zagranicznych filmów, w których występował mocny motyw z więzieniem:1. Więzień Nienawiści2. Skazaniec3. Bronson4. Skazani na Shawshank5. Chopper6. Wyspa Skazańców7. Ucieczka z Alcatraz8. The Wrath of Cain9. Skazany na piekło10. Cela 21111. Osadzony12. Prorok13. Stone",8
"Jeden z lepszych jakie oglądałem, polecam serdecznie 9/10",9
"Ten opis to faktyczny SPOILER, streszczenie fabuły ...",9
"Ten film ode mnie dostaje stuprocentowe dziesięć. Dlaczego? Dlatego, że ""Więzień nienawiści"" doskonale odzwierciedla to, że nawet jeśli już się zmienimy, błędy popełnione w przeszłości zostaną z nami na zawsze. Mocnym przykładem tego jest oczywiście zakończenie filmu, którego nie będę tutaj opisywał bo ktoś czytający to może zapewne nie oglądać jeszcze filmu, a być ciekawym mojej opinii. ...",10
"Tak mnie zastanawia, czy to w ogóle możliwe żeby dostać tylko 3 lata za zabicie 2 osób z podłożem rasistowskim? ;d Film jest w porządku, jeśli przymknąć oczy właśnie na takie trochę naciągane rzeczy.",8
Dobry film naprawdę... ale to tylko tyle... porusza ważny temat... spodziewałem się jednak czegoś dużo lepszego... mocniejszego... został nakręcony w najlżejszy z możliwych sposobów a wolałbym w tego typu produkcji znaleźć moc i brutalność... Zdecydowanie wyżej cenię sobie niemiecką produkcję Kriegerin z 2011 roku. Może zostanę za to shejtowany ale tak właśnie uważam... Jak to mówią ilu ludzi tyle ...,7
siema jaki tytuł ma ten kawałek co spiewa gruby jadąc samchodem w 23 minucie  i  25 sekundzie filmu zna ktoś ?,9
Film zdecydowanie godny polecenia! Nieco brutalny a jednocześnie poruszający.W dobitny sposób ukazuje jak bardzo zgubne skutki może mieć ślepe podążanie za wybranym przez siebie wzorcem(w tym wypadku starszym bratem-neonazistą) .Do tego genialna rola E.Nortona-cóż chcieć więcej?,10
"Mocny, poruszający film, Ed jak zwykle dał popis, który nawet w połowie byłby wymiataniem na poziomie litery kończącej oryginalny tytuł. 9/10, bo trochę za krótki. Ale poza tym brawa.",9
Wyraziste role dwóch aktorów odgrywających rolę braci i niezły scenariusz.,7
ten film oceniłam jako jeden z najlepszych jaki w życiu widziałam. nie oszukujmy się nad naszym społeczeństwem góruje nienawiść a czy tak musi być. moim zdaniem to nasze społeczeństwo sprawia że nienawiść przysłoniła blask miłości ten film jest tego przykładem. człowiek potrafi przejść na dobrą stronę ale musi tego naprawdę chcieć sięga w głąb umysłu i myśli co ja zrobiłam/em ze swoim życiem. niekiedy człowiek ...,9
"""Fanatyka"" i wychodze z zalozenia ze oba filmy sa dobre, lecz mimo ze poruszaja sie w podobnej tematyce sa zupelnie rozne. Kiedys i na moich ulicach biegali skini i tlukli wszystkich, ilu z nich po20 latach zostalo? Zadnego!! Dlaczego? Pozakladali rodziny, maja dzieci, odsiedzieli wyroki, powyjezdzali za chlebem itp. Zycie wyleczylo ich z nienawisci, a tych co nie wyleczylo to nienawisc ich ...",6
dla chetnych do obejrzenia youtube.com/watch?v=XsnIozKuxa w,8
"podczas oglądania tego filmu już w połowie można zoaczyc/, że ten film jest oparty nietylko by przedstawic/ jaką nienawiśc/ wpoiły sobie główne postacie, ale również miłośc/. dziwi mnie tylko to, że człowiek jest wstanie zmienic/ swój punkt widzenia tylko w chwilach zagrożenia.",9
"film a zwłaszcza wywiad na początku z młodym Derekiem (Edwardem Nortonem) będzie proroczymi słowami tego co sie teraz dzieje w całej europie,i podejrzewam że za jakieś 30lat film bedzie grubo ocenzurowany  o ile nie zostanie całkiem wycofany ze szwalakich źródeł..oby moje słowa sie nie sprawdziły..EUROPO OBUDŹ SIE!!!",10
